,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse,temp_air
2020-05-19 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 04:00:00+00:00,0.0054533969820974105,9.53565980960695e-05,0.005358040384001341,0.005358040384001341,0.0,20.0
2020-05-20 04:30:00+00:00,9.107582625212789,1.979203149797442,7.128379475415347,7.128379475415347,0.0,20.0
2020-05-20 05:00:00+00:00,49.119259987793995,21.034634420645546,28.08462556714845,28.08462556714845,0.0,20.0
2020-05-20 05:30:00+00:00,110.65755157045818,61.99364131916205,48.66391025129613,48.66391025129613,0.0,20.0
2020-05-20 06:00:00+00:00,182.6601442338188,117.42733163134243,65.23281260247639,65.23281260247639,0.0,20.0
2020-05-20 06:30:00+00:00,259.30654283780325,180.8855521428673,78.42099069493594,78.42099069493594,0.0,20.0
2020-05-20 07:00:00+00:00,337.1570612710671,248.01658624589862,89.14047502516848,89.14047502516848,0.0,20.0
2020-05-20 07:30:00+00:00,413.792589524085,315.75334006335106,98.03924946073391,98.03924946073391,0.0,20.0
2020-05-20 08:00:00+00:00,487.2950339734473,381.7645915697231,105.53044240372418,105.53044240372418,0.0,20.0
2020-05-20 08:30:00+00:00,556.043074874007,444.17259745143116,111.87047742257579,111.87047742257579,0.0,20.0
